ICMP,Phylum,TestedAgainst,Strain,Media,BioRep,Condition,TechRep,Age,SizePercent,ZOISize_old,Neg_control,ZOISize,TimePoint,Lux,LogInhibition,Researcher
432,Zygomycete,Mycobacterium abscessus,NZRM4048 Lux,MEA,2,NA,3,NA,NA,NA,NA,NA,3,1472,2.540849517,Alex
432,Zygomycete,Mycobacterium abscessus,NZRM4048 Lux,REA,2,NA,1,NA,NA,NA,NA,NA,3,3806,0.858911285,Alex
432,Zygomycete,Mycobacterium abscessus,NZRM4048 Lux,REA,2,NA,2,NA,NA,NA,NA,NA,3,4588,0.77775666,Alex
432,Zygomycete,Mycobacterium abscessus,NZRM4048 Lux,REA,2,NA,3,NA,NA,NA,NA,NA,3,3900,0.848315462,Alex
432,Zygomycete,Mycobacterium abscessus,NZRM4048 Lux,CYA,2,NA,1,NA,NA,NA,NA,NA,3,3290,1.926329934,Alex
432,Zygomycete,Mycobacterium abscessus,NZRM4048 Lux,CYA,2,NA,2,NA,NA,NA,NA,NA,3,2110,2.119243377,Alex
432,Zygomycete,Mycobacterium abscessus,NZRM4048 Lux,CYA,2,NA,3,NA,NA,NA,NA,NA,3,1936,2.156620479,Alex
432,Zygomycete,Mycobacterium abscessus,NZRM4048 Lux,MYA,2,NA,1,NA,NA,NA,NA,NA,3,180,0.083183989,Alex
432,Zygomycete,Mycobacterium abscessus,NZRM4048 Lux,MYA,2,NA,2,NA,NA,NA,NA,NA,3,24,0.958245252,Alex
432,Zygomycete,Mycobacterium abscessus,NZRM4048 Lux,MYA,2,NA,3,NA,NA,NA,NA,NA,3,6638,-1.483580754,Alex
432,Zygomycete,Mycobacterium abscessus,NZRM4048 Lux,TYA,2,NA,1,NA,NA,NA,NA,NA,3,4912,1.713722378,Alex
432,Zygomycete,Mycobacterium abscessus,NZRM4048 Lux,TYA,2,NA,2,NA,NA,NA,NA,NA,3,4270,1.774552861,Alex
432,Zygomycete,Mycobacterium abscessus,NZRM4048 Lux,TYA,2,NA,3,NA,NA,NA,NA,NA,3,2176,2.067321845,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,PDA,1,NA,1,NA,NA,NA,NA,NA,3,1,5.5716017,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,PDA,1,NA,2,NA,NA,NA,NA,NA,3,2,5.270571705,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,PDA,1,NA,3,NA,NA,NA,NA,NA,3,2,5.270571705,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,OA,1,NA,1,NA,NA,NA,NA,NA,3,4,4.301724312,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,OA,1,NA,2,NA,NA,NA,NA,NA,3,4,4.301724312,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,OA,1,NA,3,NA,NA,NA,NA,NA,3,6,4.125633052,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,CSA,1,NA,1,NA,NA,NA,NA,NA,3,4,3.591148117,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,CSA,1,NA,2,NA,NA,NA,NA,NA,3,2,3.892178113,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,CSA,1,NA,3,NA,NA,NA,NA,NA,3,4,3.591148117,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,MEA,1,NA,1,NA,NA,NA,NA,NA,3,4,5.078515723,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,MEA,1,NA,2,NA,NA,NA,NA,NA,3,44,4.037123038,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,MEA,1,NA,3,NA,NA,NA,NA,NA,3,30,4.20345446,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,REA,1,NA,1,NA,NA,NA,NA,NA,3,72,2.139704214,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,REA,1,NA,2,NA,NA,NA,NA,NA,3,106,1.971730846,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,REA,1,NA,3,NA,NA,NA,NA,NA,3,248,1.60258503,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,CYA,1,NA,1,NA,NA,NA,NA,NA,3,42,2.495147722,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,CYA,1,NA,2,NA,NA,NA,NA,NA,3,58,2.354969018,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,CYA,1,NA,3,NA,NA,NA,NA,NA,3,20,2.817367016,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,MYA,1,NA,1,NA,NA,NA,NA,NA,3,46,4.516465529,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,MYA,1,NA,2,NA,NA,NA,NA,NA,3,22,4.83680068,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,MYA,1,NA,3,NA,NA,NA,NA,NA,3,30,4.702102106,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,TYA,1,NA,1,NA,NA,NA,NA,NA,3,48,2.809643872,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,TYA,1,NA,2,NA,NA,NA,NA,NA,3,44,2.847432433,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,TYA,1,NA,3,NA,NA,NA,NA,NA,3,40,2.888825118,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,PDA,1,NA,1,NA,NA,NA,NA,NA,3,1,3.292256071,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,PDA,1,NA,2,NA,NA,NA,NA,NA,3,2,2.991226076,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,PDA,1,NA,3,NA,NA,NA,NA,NA,3,1,3.292256071,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,OA,1,NA,1,NA,NA,NA,NA,NA,3,2,3.609167374,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,OA,1,NA,2,NA,NA,NA,NA,NA,3,2,3.609167374,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,OA,1,NA,3,NA,NA,NA,NA,NA,3,4,3.308137379,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,CSA,1,NA,1,NA,NA,NA,NA,NA,3,2,3.788875116,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,CSA,1,NA,2,NA,NA,NA,NA,NA,3,4,3.48784512,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,CSA,1,NA,3,NA,NA,NA,NA,NA,3,2,3.788875116,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,MEA,1,NA,1,NA,NA,NA,NA,NA,3,1,3.036628895,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,MEA,1,NA,2,NA,NA,NA,NA,NA,3,2,2.7355989,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,MEA,1,NA,3,NA,NA,NA,NA,NA,3,4,2.434568904,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,REA,1,NA,1,NA,NA,NA,NA,NA,3,2,3.255754787,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,REA,1,NA,2,NA,NA,NA,NA,NA,3,2,3.255754787,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,REA,1,NA,3,NA,NA,NA,NA,NA,3,4,2.954724791,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,CYA,1,NA,1,NA,NA,NA,NA,NA,3,1,3.989538803,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,CYA,1,NA,2,NA,NA,NA,NA,NA,3,1,3.989538803,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,CYA,1,NA,3,NA,NA,NA,NA,NA,3,1,3.989538803,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,MYA,1,NA,1,NA,NA,NA,NA,NA,3,2,2.92992956,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,MYA,1,NA,2,NA,NA,NA,NA,NA,3,4,2.628899564,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,MYA,1,NA,3,NA,NA,NA,NA,NA,3,2,2.92992956,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,TYA,1,NA,1,NA,NA,NA,NA,NA,3,4,3.491641793,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,TYA,1,NA,2,NA,NA,NA,NA,NA,3,4,3.491641793,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,TYA,1,NA,3,NA,NA,NA,NA,NA,3,4,3.491641793,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,PDA,2,NA,1,NA,NA,NA,NA,NA,3,1,5.752489436,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,PDA,2,NA,2,NA,NA,NA,NA,NA,3,4,5.150429445,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,PDA,2,NA,3,NA,NA,NA,NA,NA,3,4,5.150429445,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,OA,2,NA,1,NA,NA,NA,NA,NA,3,1,5.627911455,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,OA,2,NA,2,NA,NA,NA,NA,NA,3,2,5.326881459,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,OA,2,NA,3,NA,NA,NA,NA,NA,3,4,5.025851463,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,CSA,2,NA,1,NA,NA,NA,NA,NA,3,6,4.044239152,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,CSA,2,NA,2,NA,NA,NA,NA,NA,3,4,4.220330411,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,CSA,2,NA,3,NA,NA,NA,NA,NA,3,2,4.521360406,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,MEA,2,NA,1,NA,NA,NA,NA,NA,3,98,3.632525465,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,MEA,2,NA,2,NA,NA,NA,NA,NA,3,96,3.641480308,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,MEA,2,NA,3,NA,NA,NA,NA,NA,3,12,4.544570295,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,REA,2,NA,1,NA,NA,NA,NA,NA,3,214,2.333870843,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,REA,2,NA,2,NA,NA,NA,NA,NA,3,204,2.354654449,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,REA,2,NA,3,NA,NA,NA,NA,NA,3,242,2.280469251,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,CYA,2,NA,1,NA,NA,NA,NA,NA,3,92,0.28172484,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,CYA,2,NA,2,NA,NA,NA,NA,NA,3,106,0.220206803,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,CYA,2,NA,3,NA,NA,NA,NA,NA,3,46,0.582754836,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,MYA,2,NA,1,NA,NA,NA,NA,NA,3,44,4.377983893,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,MYA,2,NA,2,NA,NA,NA,NA,NA,3,34,4.489957653,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,MYA,2,NA,3,NA,NA,NA,NA,NA,3,16,4.817316587,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,TYA,2,NA,1,NA,NA,NA,NA,NA,3,46,1.32041724,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,TYA,2,NA,2,NA,NA,NA,NA,NA,3,28,1.536017041,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,TYA,2,NA,3,NA,NA,NA,NA,NA,3,12,1.903993826,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,PDA,2,NA,1,NA,NA,NA,NA,NA,3,2,2.803457116,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,PDA,2,NA,2,NA,NA,NA,NA,NA,3,2,2.803457116,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,PDA,2,NA,3,NA,NA,NA,NA,NA,3,1,3.104487111,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,OA,2,NA,1,NA,NA,NA,NA,NA,3,4,3.475525915,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,OA,2,NA,2,NA,NA,NA,NA,NA,3,2,3.776555911,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,OA,2,NA,3,NA,NA,NA,NA,NA,3,4,3.475525915,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,CSA,2,NA,1,NA,NA,NA,NA,NA,3,2,3.470410491,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,CSA,2,NA,2,NA,NA,NA,NA,NA,3,4,3.169380495,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,CSA,2,NA,3,NA,NA,NA,NA,NA,3,1,3.771440487,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,MEA,2,NA,1,NA,NA,NA,NA,NA,3,2,2.684845362,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,MEA,2,NA,2,NA,NA,NA,NA,NA,3,2,2.684845362,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,MEA,2,NA,3,NA,NA,NA,NA,NA,3,2,2.684845362,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,REA,2,NA,1,NA,NA,NA,NA,NA,3,4,2.472756449,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,REA,2,NA,2,NA,NA,NA,NA,NA,3,10,2.074816441,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,REA,2,NA,3,NA,NA,NA,NA,NA,3,18,1.819543936,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,CYA,2,NA,1,NA,NA,NA,NA,NA,3,102,0.364311831,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,CYA,2,NA,2,NA,NA,NA,NA,NA,3,16,1.16879202,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,CYA,2,NA,3,NA,NA,NA,NA,NA,3,52,0.656908659,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,MYA,2,NA,1,NA,NA,NA,NA,NA,3,2,2.688419822,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,MYA,2,NA,2,NA,NA,NA,NA,NA,3,1,2.989449818,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,MYA,2,NA,3,NA,NA,NA,NA,NA,3,1,2.989449818,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,TYA,2,NA,1,NA,NA,NA,NA,NA,3,12,0.669006781,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,TYA,2,NA,2,NA,NA,NA,NA,NA,3,12,0.669006781,Alex
477,Ascomycete,Mycobacterium marinum,G13 Lux,TYA,2,NA,3,NA,NA,NA,NA,NA,3,4,1.146128036,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,PDA,3,NA,1,NA,NA,NA,NA,NA,3,1,5.89218535,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,PDA,3,NA,2,NA,NA,NA,NA,NA,3,2,5.591155354,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,PDA,3,NA,3,NA,NA,NA,NA,NA,3,2,5.591155354,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,OA,3,NA,1,NA,NA,NA,NA,NA,3,1,5.721557546,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,OA,3,NA,2,NA,NA,NA,NA,NA,3,1,5.721557546,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,OA,3,NA,3,NA,NA,NA,NA,NA,3,2,5.420527551,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,CSA,3,NA,1,NA,NA,NA,NA,NA,3,2,4.628950595,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,CSA,3,NA,2,NA,NA,NA,NA,NA,3,2,4.628950595,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,CSA,3,NA,3,NA,NA,NA,NA,NA,3,2,4.628950595,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,MEA,3,NA,1,NA,NA,NA,NA,NA,3,26,4.280466298,Alex
477,Ascomycete,Mycobacterium abscessus,NZRM4048 Lux,MEA,3,NA,2,NA,NA,NA,NA,NA,3,32,4.190289668,Alex
